sample_id,source_split,source_region,label,province_code,province_name,filename,text,speaker_id,gender,source_audio_path,source_parquet_file,audio_path,audio_status,audio_bytes
train:11_0011.wav,train,North,Northern,11,CaoBang,11_0011.wav,"Nhưng tuy nhiên là có những cái ngày mà chúng tôi sẽ có những cái chương trình là ra quân đến tất cả các bản, các xã. thì chúng tôi có thể xác định được luôn là hôm nay mình sẽ đi xã nào, xã nào có sóng thì mình sẽ ưu tiên là đi những cái xã đấy. Để đồng bào là sẽ có những trải nghiệm về sóng Vinaphone và có những khu vực có sóng 4G thì mọi người cũng sẽ tiếp cận đến công nghệ thông tin cũng sẽ nhanh hơn.",spk_11_0008,female,11_0011.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0011.wav,downloaded,708972
train:11_0012.wav,train,North,Northern,11,CaoBang,11_0012.wav,"Tôi thấy là từ cái ứng dụng vùng phủ sóng di động trên bản đồ Google Earth của đồng chí Hoàng Xuân Hải thì là chúng tôi có thể là đối với, tức là sẽ biết được là khu vực nào có sóng di động, khu vực nào không có sóng di động để chúng tôi có thể tư vấn khách hàng một cách dễ dàng hơn. Ví dụ như là ở thành phố thì chắc chắn là 100% có sóng rồi",spk_11_0008,female,11_0012.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0012.wav,downloaded,592684
train:11_0013.wav,train,North,Northern,11,CaoBang,11_0013.wav,"Bản thân mình được sinh ra ở đây và hơn hai mươi năm sau mà sau khi mình quay lại cái điểm trường này, mình cảm thấy là nhìn vào hoàn cảnh của các bé bây giờ minh chứng hiện tại của mình, của hai mươi năm  trước vậy. Chính cái điều đấy đã thôi thúc mình sẽ phải tổ chức một cái chương trình gì đấy để góp, đóng góp cái sức phần nhỏ bé của mình đối với cái nơi mình đã sinh ra. Đấy là lý do vì sao mình chọn điểm trường Hồ Quang để tổ chức cái chương trình Tết Trung Thu trao gửi yêu thương của đơn vị mình.",spk_11_0009,female,11_0013.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0013.wav,downloaded,833900
train:11_0014.wav,train,North,Northern,11,CaoBang,11_0014.wav,Mình có rất là nhiều lý do để tổ chức cái chương trình này ở tại cái điểm trường này. Bởi vì là nhìn các cháu,spk_11_0009,female,11_0014.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0014.wav,downloaded,206124
train:11_0015.wav,train,North,Northern,11,CaoBang,11_0015.wav,"sinh sống và học tập với những điều kiện mà vất vả như vậy thì điều đấy thôi thúc mình sẽ phải cố gắng kết nối với các đơn vị để tổ chức cho các bé, để xây dựng cho các bé một cái sân bê tông để các bé có khoảng thời gian, có cái môi trường vui chơi sau những giờ học và nghỉ ngơi và những hoạt động ngoại khóa.",spk_11_0009,female,11_0015.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0015.wav,downloaded,707180
train:11_0016.wav,train,North,Northern,11,CaoBang,11_0016.wav,"Khi có sân trường mới, con cảm thấy rất vui. Có sân trường mới, con có thể vui chơi cùng các bạn mà không sợ bẩn nữa.",spk_11_0010,female,11_0016.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0016.wav,downloaded,380328
train:11_0017.wav,train,North,Northern,11,CaoBang,11_0017.wav,Trong cái chương trình là của bên chi cục quản lý thị trường tỉnh đã đưa đến cho các em thì các em học sinh rất là phấn khởi và vui vẻ. Cũng qua đây thì cũng xin được gửi lời cảm ơn tới tất cả các đồng chí trong chi cục quản lý thị trường tỉnh đã đưa lại cho các cháu mầm non cũng như tiểu học một cái sân chơi rất là bổ ích và để phục vụ cho cái hoạt động ngoài trời của các cháu,spk_11_0011,female,11_0017.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0017.wav,downloaded,831660
train:11_0018.wav,train,North,Northern,11,CaoBang,11_0018.wav,thì trước đây thì là những hôm trời mưa thì là gầm sân chơi thì mưa nước vào thì cái sân chơi thì toàn đất bùn thì các cháu đi vào cũng rất là khó cho cái hoạt động ngoài trời và từ khi nhận được cái sân chơi này,spk_11_0011,female,11_0018.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0018.wav,downloaded,476204
train:11_0019.wav,train,North,Northern,11,CaoBang,11_0019.wav,"thì các cháu rất là vui vẻ, phụ huynh rất là phấn khởi đối với điểm lũng ong này. Từ khi tiếp nhận cái sân chơi này thì nhà trường cũng sẽ là sử dụng và bảo quản thật tốt hết cái công năng của sân chơi và sắp xếp đồ chơi ngoài trời thật là gọn gàng để thuận tiện cho các cháu tổ chức hoạt động chơi ngoài trời của các cháu mầm non ạ.",spk_11_0011,female,11_0019.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0019.wav,downloaded,653292
train:11_0020.wav,train,North,Northern,11,CaoBang,11_0020.wav,Lí do là bản thân tôi cũng đi được nhiều nơi du lịch xong về bản thân tôi cũng có cái chính sách chủ trương của huyện là bản thân tôi đã tự xây dựng và làm  cái nhà khu du lịch cộng đồng này.,spk_11_0012,male,11_0020.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0020.wav,downloaded,551734
train:11_0021.wav,train,North,Northern,11,CaoBang,11_0021.wav,"Và khách đến đây, chúng tôi hát những bài để mời khách đến, những bài mời rượu để khách đến bản làng và khách đến thưởng thức những món ăn thành thuốc của người dân tộc Giao Tiền nơi đây ạ.",spk_11_0013,female,11_0021.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0021.wav,downloaded,482022
train:11_0022.wav,train,North,Northern,11,CaoBang,11_0022.wav,"Khi du khách đến với làng du lịch Hoài Khao, bà con ở chúng tôi ở trong này là phải hát những làn điệu páo dung mời đón khách đến, khách trong và ngoài nước, mong khách trong và ngoài nước đến với bản làng Hoài Khao để trải nghiệm những nét văn hóa dân tộc của Giao Tiền chúng tôi.",spk_11_0013,female,11_0022.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0022.wav,downloaded,680928
train:11_0023.wav,train,North,Northern,11,CaoBang,11_0023.wav,vận động nhưng mà họ thì cũng không tiếp nước và đuổi tôi về. Nhưng mà không vì thế mà tôi nản lòng. Tôi đã tiếp tục cùng các đoàn viên trong đội Thanh niên tình nguyện thắp sáng niềm tin xuống nhà để tuyên truyền vận động nhiều lần. Các đoàn viên thanh niên và những người nghiện đã tham gia nghe và tích cực tham gia cai nghiện để thành công.,spk_11_0014,male,11_0023.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0023.wav,downloaded,698092
train:11_0024.wav,train,North,Northern,11,CaoBang,11_0024.wav,Việc khó khăn nhất thanh niên sống ở đây là thường xuyên tiếp xúc với những người nghiện ma túy nên là việc mà tôi thường xuyên đi tuyên truyền vận động thì những người đã nghiện ma túy thì là họ cảm thấy là rất là tự ti. Tôi đến tuyên truyền,spk_11_0014,male,11_0024.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0024.wav,downloaded,563788
train:11_0025.wav,train,North,Northern,11,CaoBang,11_0025.wav,"Trước thì một hai nghìn trong túi không có, bây giờ cũng có thể là hai mươi nghìn đi ăn sáng được. Đấy là cũng thay đổi nhiều rồi. Vợ chồng tình cảm gia đình cũng tốt hơn. Có mấy anh chị em này vận động thì bản thân mình cũng nghe được,thì cũng có quyết tâm cao hơn.",spk_11_0015,male,11_0025.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0025.wav,downloaded,720434
train:11_0026.wav,train,North,Northern,11,CaoBang,11_0026.wav,"Đồng chí Nông Văn Hoạt, Bí thư đoàn Thanh niên Thị trấn Trùng Khánh là một trong những cán bộ đoàn cơ sở gương mẫu tiêu biểu có nhiều đóng góp trong công tác đoàn và phong trào thanh thiếu nhi. Đồng chí đã cụ thể hóa các chủ trương, các chương trình, đề án của đoàn cấp trên bằng những mô hình hay, cách làm sáng tạo đem lại hiệu quả thiết thực trong thực tiễn. Đồng chí còn là thủ lĩnh đoàn đi đầu tiên phong trong mọi hoạt động, truyền cảm hứng, tạo niềm tin để cho thanh thiếu nhi học tập và làm theo.",spk_11_0016,female,11_0026.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0026.wav,downloaded,985742
train:11_0027.wav,train,North,Northern,11,CaoBang,11_0027.wav,"Đồng chí Nông Văn Hoạt là một cán bộ đoàn hoạt động rất là nhiệt tình, năng nổ. Và sau những quá trình mà tham gia hoạt động thiện nguyện hay là những hoạt động khác của đoàn thì tôi thấy đồng chí Hoạt là một đồng chí gọi là thủ lĩnh, truyền cảm hứng cho chúng tôi rất là nhiều, tạo niềm tin cho chúng tôi.",spk_11_0017,male,11_0027.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0027.wav,downloaded,520296
train:11_0028.wav,train,North,Northern,11,CaoBang,11_0028.wav,Mình mong muốn nuôi cá sạch để cung cấp ra thị trường cho người tiêu dùng.,spk_11_0018,male,11_0028.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0028.wav,downloaded,256386
train:11_0029.wav,train,North,Northern,11,CaoBang,11_0029.wav,Em muốn góp sức trẻ của mình để phát triển kinh tế địa phương.,spk_11_0019,male,11_0029.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0029.wav,downloaded,234980
train:11_0030.wav,train,North,Northern,11,CaoBang,11_0030.wav,"Như mình thì đơn giản thôi, mình chỉ muốn là cung cấp thức ăn là bữa ăn cho gia đình của mình thôi. Và muốn kiếm một tí kinh tế để phục vụ cho gia đình.",spk_11_0020,male,11_0030.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0030.wav,downloaded,337962
train:11_0031.wav,train,North,Northern,11,CaoBang,11_0031.wav,nuôi cá đây bây giờ đang trước là nuôi cá rô phi với chép nhưng mà lại chăn cám nhưng mà nó chi phí cao quá bây giờ lại chuyển qua định hướng là chuyển qua nuôi cá trắm trồng thêm cỏ voi tầm hai nghìn mét để nuôi cho nó sạch hơn để ra thị trường nó đảm bảo sức khỏe hơn,spk_11_0021,male,11_0031.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0031.wav,downloaded,850242
train:11_0032.wav,train,North,Northern,11,CaoBang,11_0032.wav,"Lúc đầu nuôi là bọn em nuôi cá công nghiệp chị ạ. Bây giờ bọn em lại đang hướng đến là nuôi cá trắm, lại không chăn cá công nghiệp nữa mà chăn bắt đầu chuyển sang chăn cò chị em. Chủ yếu là bọn em cải thiện thức ăn với lại cho gia đình với lại nuôi để học hỏi kinh nghiệm trước.",spk_11_0022,male,11_0032.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0032.wav,downloaded,703122
train:11_0033.wav,train,North,Northern,11,CaoBang,11_0033.wav,"Hôm nay tôi đến khám bệnh ở trong khu rừng Trần Hưng Đạo, tôi rất là vinh dự và được gặp bác sĩ ở đây rất tận tình và chăm sóc chu đáo. Khám xong rồi tôi cảm thấy yên tâm, chắc là sức khỏe, chăm sóc cho sức khỏe mọi người dân thế này là rất cảm ơn.",spk_11_0023,male,11_0033.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0033.wav,downloaded,633310
train:11_0034.wav,train,North,Northern,11,CaoBang,11_0034.wav,"Và trong ngày hội ngày hôm nay thì bản thân tôi cũng cùng các đồng chí đoàn viên đóng góp một cái tiết mục văn nghệ cho ngày hội thêm sôi động hơn để giữ gìn cái nét văn hóa đặc sắc, đặc trưng của quê hương Nguyên Bình.",spk_11_0024,female,11_0034.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0034.wav,downloaded,566828
train:11_0035.wav,train,North,Northern,11,CaoBang,11_0035.wav,Bản thân tôi là một người con của quê hương Nguyên Bình. Khi được tham gia vào ngày hội hôm nay tôi cảm thấy rất là vui. Rất là vui vì đã được đóng góp sức trẻ của các bạn trẻ tuổi trẻ Nguyên Bình cho cái ngày hội này.,spk_11_0024,female,11_0035.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0035.wav,downloaded,504492
train:11_0036.wav,train,North,Northern,11,CaoBang,11_0036.wav,"Đây là một hoạt động rất có ý nghĩa, thiết thực, thể hiện truyền thống đạo lý tốt đẹp của dân tộc Việt Nam, đạo lý uống nước nhớ nguồn. Tri ân các anh hùng, liệt sĩ đã cống hiến, hy sinh để bảo vệ Tổ quốc và sự bình yên của nhân dân.",spk_11_0025,male,11_0036.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0036.wav,downloaded,778750
train:11_0037.wav,train,North,Northern,11,CaoBang,11_0037.wav,"Tuổi trẻ cao bằng luôn phát huy truyền thống đạo lý tình ơn đáp nghĩa uống nước nhớ nguồn và đặc biệt là trong dịp kỷ niệm ngày thương binh liệt Sĩ hai bảy tháng bảy hàng năm thì tổ chức nhiều hoạt động ý nghĩa thiết thực như phụng dưỡng Mẹ Việt Nam Anh Hùng, đóng góp xây dựng nhà tình nghĩa, tổ chức thăm hỏi, tặng quà các gia đình Liệt Sĩ, các thương binh, bệnh binh, gia đình chính sách và những người có công với cách mạng.",spk_11_0026,female,11_0037.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0037.wav,downloaded,771892
train:11_0038.wav,train,North,Northern,11,CaoBang,11_0038.wav,Chương trình hai bảy tháng bảy là chương trình mà câu lạc bộ nữ doanh nhân luôn đồng hành cùng với tỉnh đoàn thanh niên trong việc thắp nến tri ân các anh hùng thiệt sĩ. Thì Với những phần quà của câu lạc bộ dành cho các gia đình thương binh thiệt sĩ và những nén hương và nến để thắp tại các nghĩa trang là cũng để tỏ rõ được tấm lòng biết ơn của thế hệ sau đối với thế hệ trước.,spk_11_0027,female,11_0038.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0038.wav,downloaded,825728
train:11_0039.wav,train,North,Northern,11,CaoBang,11_0039.wav,"Trước hết với nội dung sáng tạo thì Ban Thường vụ Tỉnh đoàn Cao Bằng các cấp bộ đoàn trên địa bàn toàn tỉnh tăng cường các tuyến bài tuyên truyền và các bài viết chuyên đề trên các phương tiện truyền thông của đoàn và trên mạng xã hội với nội dung trọng tâm đó là tuyên truyền giáo dục cho cán bộ đoàn, đoàn viên thanh niên về giá trị và ý nghĩa lịch sử của Ngày Thương binh Liệt sĩ gắn với các hoạt động đền ơn đáp nghĩa uống nước nhớ nguồn",spk_11_0028,female,11_0039.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0039.wav,downloaded,779624
train:11_0040.wav,train,North,Northern,11,CaoBang,11_0040.wav,"Với ý tưởng xây dựng mô hình Dũng House này thì bắt nguồn từ là muốn phát triển kinh tế của gia đình này Thứ hai này là phát triển du lịch của địa phương và tạo điều kiện cho trẻ em có khu vui chơi, phát triển bơi của địa phương cũng như là phát triển du lịch của tỉnh cao bằng",spk_11_0029,male,11_0040.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0040.wav,downloaded,742310
train:11_0041.wav,train,North,Northern,11,CaoBang,11_0041.wav,"Tham gia cuộc thi là thanh niên khởi nghiệp sáng tạo của tỉnh thì em muốn là tạo cho các bạn động lực để khởi nghiệp ngay từ khi còn trẻ tạo cho các bạn nguồn cảm hứng để phát triển du lịch cho tỉnh Cao Bằng cũng như là phát triển kinh tế cho bản thân các bạn ấy, bản thân với lại gia đình các bạn",spk_11_0029,male,11_0041.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0041.wav,downloaded,951004
train:11_0042.wav,train,North,Northern,11,CaoBang,11_0042.wav,"đó là những bước chân của thanh niên trong việc tham góp cùng với cả hệ thống chính trị trong công tác tuyên truyền, phổ biến, giáo dục làm thế nào để nâng cao nhận thức cho cán bộ đoàn, đoàn viên thanh thiếu niên về tác hại của ma túy và cùng với hành động của tuổi trẻ làm thế nào để đóng góp cùng với cả cộng đồng, xã hội, chung tay phòng chống ma túy.",spk_11_0030,female,11_0042.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0042.wav,downloaded,639838
train:11_0043.wav,train,North,Northern,11,CaoBang,11_0043.wav,"và cùng với những hoạt động của tổ chức đoàn. Mỗi việc làm của cán bộ đoàn, đoàn viên thanh niên sẽ đóng góp cùng với cả hệ thống chính trị tham góp cùng với cộng đồng xã hội làm tốt công tác tuyên truyền, nâng cao nhận thức cho cán bộ đoàn, đoàn viên Thanh Thiếu Nhi về tác hại của ma túy.",spk_11_0030,female,11_0043.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0043.wav,downloaded,489068
train:11_0044.wav,train,North,Northern,11,CaoBang,11_0044.wav,"Qua chương trình Hành trình của Niềm Tin là một trong số những hoạt động cụ thể hóa lễ meeting hưởng ứng ngày Toàn dân phòng chống ma túy, tháng hành động phòng chống ma túy. Ban thường vụ tỉnh đoàn, tổ chức đoàn mong muốn rằng các cấp bộ đoàn, cán bộ đoàn, đoàn viên thanh thiếu nhi sẽ củng cố thêm nhận thức về tác hại của ma túy đối với cộng đồng xã hội",spk_11_0030,female,11_0044.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0044.wav,downloaded,661580
train:11_0045.wav,train,North,Northern,11,CaoBang,11_0045.wav,"Chương trình tiếp sức mùa thi năm hai nghìn không trăm hai ba là hoạt động thường niên hàng năm của đoàn thanh niên thành phố Cao Bằng, là nằm trong một trong những nội dung của chiến dịch thanh niên tình nguyện hè. Năm  hai nghìn không trăm hai ba, ban thưởng vụ thành đoàn cũng bám sát sự chỉ đạo của tỉnh đoàn cũng như là nhiệm vụ của ban chỉ đạo kỳ thi Trung học phổ thông  năm hai nghìn không trăm hai ba của thành phố Cao Bằng và đã triển khai kế hoạch đến một trăm phần trăm các cơ sở trực thuộc thành đoàn Cao Bằng.",spk_11_0031,female,11_0045.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0045.wav,downloaded,909524
train:11_0046.wav,train,North,Northern,11,CaoBang,11_0046.wav,"và tập trung vào các nội dung như hỗ trợ trước, trong và sau kỳ thi tốt nghiệp Trung học Phổ thông năm hai nghìn không trăm hai ba.",spk_11_0031,female,11_0046.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0046.wav,downloaded,260994
train:11_0047.wav,train,North,Northern,11,CaoBang,11_0047.wav,"Chương trình tiếp sức mùa thi là chương trình thường niên do Đoàn Thanh niên quân tỉnh phối hợp với các đơn vị trên địa bàn toàn tỉnh tổ chức, triển khai, thực hiện. Và Chúng tôi cũng đã triển khai trong những năm qua và đạt được những kết quả hết sức tích cực. Trong năm hai nghìn không trăm hai ba thì chúng tôi vẫn tiếp tục chia thành năm tổ hỗ trợ năm điểm thi trên địa bàn thành phố như là tại trường Trung Học Phổ thông Thành phố, Trung Học Phổ thông Chuyên, Trung Học Phổ thông Cao Bình, Trung Học Phổ thông Bế Văn Đàn và Phổ thông Dân Tộc nội trú tỉnh.",spk_11_0032,male,11_0047.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0047.wav,downloaded,833936
train:11_0048.wav,train,North,Northern,11,CaoBang,11_0048.wav,"với các nội dung chính như là triển khai hoạt động hỗ trợ đưa đón, hỗ trợ nước uống, xuất cơm, dụng cụ học tập miễn phí cho thí sinh có hoàn cảnh khó khăn trên địa bàn tỉnh cũng như là các cái thí sinh có ở các cái địa bàn vùng sâu, vùng xa, thí sinh khuyết tật.",spk_11_0032,male,11_0048.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0048.wav,downloaded,482992
train:11_0049.wav,train,North,Northern,11,CaoBang,11_0049.wav,"Là một trong số các nội dung chỉ đạo trọng tâm của chiến dịch thanh niên tình nguyện hè,thì chương trình tiếp sức mùa thi theo số liệu hiện nay của Ban thực vụ Tình đoàn nắm được, tại hai mốt điểm thi trên địa bàn toàn tỉnh thì đã thành lập được tám mươi chín đội hình tiếp sức mùa thi và với năm trăm chín hai các bạn tình nguyện viên tham gia tại các đội hình.",spk_11_0033,female,11_0049.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0049.wav,downloaded,620746
train:11_0050.wav,train,North,Northern,11,CaoBang,11_0050.wav,"Thời điểm mà mình từ Hà Nội về là thời điểm hai không mười bảy mười tám. Thời điểm kia là phong trào startup, khởi nghiệp ở nước mình nó cũng đang khá là cao. Các bạn trẻ thì cũng tìm được những cái hướng đi riêng. Thì mình cũng thấy là hiện tại cái công việc của mình ở Hà Nội thì mình cảm giác là tuổi thanh xuân của mình hơi bị phí. Bởi vì lúc kia là mình cũng đang giai đoạn hai mấy tuổi. Thì mình cũng thấy là công việc nếu mà cứ làm giờ hành chính không thì cũng hơi phí tuổi thanh xuân cho nên là mình thôi mình quyết định mình về. mình khởi nghiệp trên mảng nông nghiệp",spk_11_0034,male,11_0050.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0050.wav,downloaded,986282
train:11_0051.wav,train,North,Northern,11,CaoBang,11_0051.wav,"Mọi người như cháu Dũng này thì thì sẽ tuyên truyền nhân rộng để cho xóm, để mọi người làm theo cháu Dũng.",spk_11_0035,male,11_0051.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0051.wav,downloaded,317100
train:11_0052.wav,train,North,Northern,11,CaoBang,11_0052.wav,"Như nhà cháu Dũng ở đây thì theo cái mô hình thì theo tôi là được là năm ngoái năm kia sang đây thì cháu thì trồng cây cam quýt Nhưng mà bây giờ cháu lại học hỏi các tỉnh bạn thì bây giờ là chuyển sang cây khác ạ Bây giờ là chỉ trồng cây ổi này,với thanh long, cây mận là có hiệu quả cao hơn ạ",spk_11_0035,male,11_0052.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0052.wav,downloaded,807052
train:11_0053.wav,train,North,Northern,11,CaoBang,11_0053.wav,"Tôi chọn cây chanh, thứ nhất là do đặc điểm địa hình, khí hậu ở đây là phù hợp với cây chanh Thứ hai nữa là cây chanh thì cái nguồn đầu ra thì nó ổn định Tuy là giá cả bấp bênh nhưng mà cái đầu ra nó ổn định Cái khó ở việc trồng cây chanh là sâu, bệnh Đặc biệt là bệnh rất là nhiều",spk_11_0036,male,11_0053.wav,train-00000-of-00103.parquet,data/processed/audio_16k/train/Northern/11_0053.wav,downloaded,879676
