sample_id,source_split,label,filename,audio_status
train:18_0185.wav,train,Northern,18_0185.wav,not_selected_under_data_budget
train:18_0186.wav,train,Northern,18_0186.wav,not_selected_under_data_budget
train:18_0187.wav,train,Northern,18_0187.wav,not_selected_under_data_budget
train:18_0188.wav,train,Northern,18_0188.wav,not_selected_under_data_budget
train:18_0189.wav,train,Northern,18_0189.wav,not_selected_under_data_budget
train:18_0190.wav,train,Northern,18_0190.wav,not_selected_under_data_budget
train:18_0191.wav,train,Northern,18_0191.wav,not_selected_under_data_budget
train:18_0192.wav,train,Northern,18_0192.wav,not_selected_under_data_budget
train:18_0193.wav,train,Northern,18_0193.wav,not_selected_under_data_budget
train:18_0194.wav,train,Northern,18_0194.wav,not_selected_under_data_budget
train:18_0195.wav,train,Northern,18_0195.wav,not_selected_under_data_budget
train:18_0196.wav,train,Northern,18_0196.wav,not_selected_under_data_budget
train:18_0197.wav,train,Northern,18_0197.wav,not_selected_under_data_budget
train:18_0198.wav,train,Northern,18_0198.wav,not_selected_under_data_budget
train:18_0199.wav,train,Northern,18_0199.wav,not_selected_under_data_budget
train:18_0200.wav,train,Northern,18_0200.wav,not_selected_under_data_budget
train:18_0201.wav,train,Northern,18_0201.wav,not_selected_under_data_budget
train:18_0202.wav,train,Northern,18_0202.wav,not_selected_under_data_budget
train:18_0203.wav,train,Northern,18_0203.wav,not_selected_under_data_budget
train:18_0204.wav,train,Northern,18_0204.wav,not_selected_under_data_budget
train:18_0205.wav,train,Northern,18_0205.wav,not_selected_under_data_budget
train:18_0206.wav,train,Northern,18_0206.wav,not_selected_under_data_budget
train:18_0207.wav,train,Northern,18_0207.wav,not_selected_under_data_budget
train:18_0208.wav,train,Northern,18_0208.wav,not_selected_under_data_budget
train:18_0209.wav,train,Northern,18_0209.wav,not_selected_under_data_budget
train:18_0210.wav,train,Northern,18_0210.wav,not_selected_under_data_budget
train:18_0211.wav,train,Northern,18_0211.wav,not_selected_under_data_budget
train:18_0212.wav,train,Northern,18_0212.wav,not_selected_under_data_budget
train:18_0213.wav,train,Northern,18_0213.wav,not_selected_under_data_budget
train:18_0215.wav,train,Northern,18_0215.wav,not_selected_under_data_budget
train:18_0216.wav,train,Northern,18_0216.wav,not_selected_under_data_budget
train:18_0217.wav,train,Northern,18_0217.wav,not_selected_under_data_budget
train:18_0218.wav,train,Northern,18_0218.wav,not_selected_under_data_budget
train:18_0219.wav,train,Northern,18_0219.wav,not_selected_under_data_budget
train:18_0220.wav,train,Northern,18_0220.wav,not_selected_under_data_budget
train:18_0221.wav,train,Northern,18_0221.wav,not_selected_under_data_budget
train:18_0222.wav,train,Northern,18_0222.wav,not_selected_under_data_budget
train:18_0223.wav,train,Northern,18_0223.wav,not_selected_under_data_budget
train:18_0224.wav,train,Northern,18_0224.wav,not_selected_under_data_budget
train:18_0225.wav,train,Northern,18_0225.wav,not_selected_under_data_budget
train:18_0226.wav,train,Northern,18_0226.wav,not_selected_under_data_budget
train:18_0227.wav,train,Northern,18_0227.wav,not_selected_under_data_budget
train:18_0228.wav,train,Northern,18_0228.wav,not_selected_under_data_budget
train:18_0229.wav,train,Northern,18_0229.wav,not_selected_under_data_budget
train:18_0230.wav,train,Northern,18_0230.wav,not_selected_under_data_budget
train:18_0231.wav,train,Northern,18_0231.wav,not_selected_under_data_budget
train:18_0232.wav,train,Northern,18_0232.wav,not_selected_under_data_budget
train:18_0233.wav,train,Northern,18_0233.wav,not_selected_under_data_budget
train:18_0234.wav,train,Northern,18_0234.wav,not_selected_under_data_budget
train:18_0235.wav,train,Northern,18_0235.wav,not_selected_under_data_budget
train:18_0236.wav,train,Northern,18_0236.wav,not_selected_under_data_budget
train:18_0237.wav,train,Northern,18_0237.wav,not_selected_under_data_budget
train:18_0238.wav,train,Northern,18_0238.wav,not_selected_under_data_budget
train:18_0239.wav,train,Northern,18_0239.wav,not_selected_under_data_budget
train:18_0240.wav,train,Northern,18_0240.wav,not_selected_under_data_budget
train:18_0241.wav,train,Northern,18_0241.wav,not_selected_under_data_budget
train:19_0001.wav,train,Northern,19_0001.wav,not_selected_under_data_budget
train:19_0002.wav,train,Northern,19_0002.wav,not_selected_under_data_budget
train:19_0003.wav,train,Northern,19_0003.wav,not_selected_under_data_budget
train:19_0004.wav,train,Northern,19_0004.wav,not_selected_under_data_budget
train:19_0005.wav,train,Northern,19_0005.wav,not_selected_under_data_budget
train:19_0006.wav,train,Northern,19_0006.wav,not_selected_under_data_budget
train:19_0007.wav,train,Northern,19_0007.wav,not_selected_under_data_budget
train:19_0008.wav,train,Northern,19_0008.wav,not_selected_under_data_budget
train:19_0009.wav,train,Northern,19_0009.wav,not_selected_under_data_budget
train:19_0010.wav,train,Northern,19_0010.wav,not_selected_under_data_budget
train:19_0011.wav,train,Northern,19_0011.wav,not_selected_under_data_budget
train:19_0012.wav,train,Northern,19_0012.wav,not_selected_under_data_budget
train:19_0013.wav,train,Northern,19_0013.wav,not_selected_under_data_budget
train:19_0014.wav,train,Northern,19_0014.wav,not_selected_under_data_budget
train:19_0015.wav,train,Northern,19_0015.wav,not_selected_under_data_budget
train:19_0016.wav,train,Northern,19_0016.wav,not_selected_under_data_budget
train:19_0017.wav,train,Northern,19_0017.wav,not_selected_under_data_budget
train:19_0018.wav,train,Northern,19_0018.wav,not_selected_under_data_budget
train:19_0019.wav,train,Northern,19_0019.wav,not_selected_under_data_budget
train:19_0020.wav,train,Northern,19_0020.wav,not_selected_under_data_budget
train:19_0021.wav,train,Northern,19_0021.wav,not_selected_under_data_budget
train:19_0022.wav,train,Northern,19_0022.wav,not_selected_under_data_budget
train:19_0023.wav,train,Northern,19_0023.wav,not_selected_under_data_budget
train:19_0024.wav,train,Northern,19_0024.wav,not_selected_under_data_budget
train:19_0025.wav,train,Northern,19_0025.wav,not_selected_under_data_budget
train:19_0026.wav,train,Northern,19_0026.wav,not_selected_under_data_budget
train:19_0027.wav,train,Northern,19_0027.wav,not_selected_under_data_budget
train:19_0028.wav,train,Northern,19_0028.wav,not_selected_under_data_budget
train:19_0029.wav,train,Northern,19_0029.wav,not_selected_under_data_budget
train:19_0030.wav,train,Northern,19_0030.wav,not_selected_under_data_budget
train:19_0031.wav,train,Northern,19_0031.wav,not_selected_under_data_budget
train:19_0032.wav,train,Northern,19_0032.wav,not_selected_under_data_budget
train:19_0033.wav,train,Northern,19_0033.wav,not_selected_under_data_budget
train:19_0034.wav,train,Northern,19_0034.wav,not_selected_under_data_budget
train:19_0035.wav,train,Northern,19_0035.wav,not_selected_under_data_budget
train:19_0036.wav,train,Northern,19_0036.wav,not_selected_under_data_budget
train:19_0037.wav,train,Northern,19_0037.wav,not_selected_under_data_budget
train:19_0038.wav,train,Northern,19_0038.wav,not_selected_under_data_budget
train:19_0039.wav,train,Northern,19_0039.wav,not_selected_under_data_budget
train:19_0040.wav,train,Northern,19_0040.wav,not_selected_under_data_budget
train:19_0041.wav,train,Northern,19_0041.wav,not_selected_under_data_budget
train:19_0042.wav,train,Northern,19_0042.wav,not_selected_under_data_budget
train:19_0043.wav,train,Northern,19_0043.wav,not_selected_under_data_budget
train:19_0044.wav,train,Northern,19_0044.wav,not_selected_under_data_budget
train:19_0045.wav,train,Northern,19_0045.wav,not_selected_under_data_budget
train:19_0046.wav,train,Northern,19_0046.wav,not_selected_under_data_budget
train:19_0047.wav,train,Northern,19_0047.wav,not_selected_under_data_budget
train:19_0048.wav,train,Northern,19_0048.wav,not_selected_under_data_budget
train:19_0049.wav,train,Northern,19_0049.wav,not_selected_under_data_budget
train:19_0050.wav,train,Northern,19_0050.wav,not_selected_under_data_budget
train:19_0051.wav,train,Northern,19_0051.wav,not_selected_under_data_budget
train:19_0052.wav,train,Northern,19_0052.wav,not_selected_under_data_budget
train:19_0053.wav,train,Northern,19_0053.wav,not_selected_under_data_budget
train:19_0054.wav,train,Northern,19_0054.wav,not_selected_under_data_budget
train:19_0055.wav,train,Northern,19_0055.wav,not_selected_under_data_budget
train:19_0056.wav,train,Northern,19_0056.wav,not_selected_under_data_budget
train:19_0057.wav,train,Northern,19_0057.wav,not_selected_under_data_budget
train:19_0058.wav,train,Northern,19_0058.wav,not_selected_under_data_budget
train:19_0059.wav,train,Northern,19_0059.wav,not_selected_under_data_budget
train:19_0060.wav,train,Northern,19_0060.wav,not_selected_under_data_budget
train:19_0061.wav,train,Northern,19_0061.wav,not_selected_under_data_budget
train:19_0062.wav,train,Northern,19_0062.wav,not_selected_under_data_budget
train:19_0063.wav,train,Northern,19_0063.wav,not_selected_under_data_budget
train:19_0064.wav,train,Northern,19_0064.wav,not_selected_under_data_budget
train:19_0065.wav,train,Northern,19_0065.wav,not_selected_under_data_budget
train:19_0066.wav,train,Northern,19_0066.wav,not_selected_under_data_budget
train:19_0067.wav,train,Northern,19_0067.wav,not_selected_under_data_budget
train:19_0068.wav,train,Northern,19_0068.wav,not_selected_under_data_budget
train:19_0069.wav,train,Northern,19_0069.wav,not_selected_under_data_budget
train:19_0070.wav,train,Northern,19_0070.wav,not_selected_under_data_budget
train:19_0071.wav,train,Northern,19_0071.wav,not_selected_under_data_budget
train:19_0072.wav,train,Northern,19_0072.wav,not_selected_under_data_budget
train:19_0073.wav,train,Northern,19_0073.wav,not_selected_under_data_budget
train:19_0074.wav,train,Northern,19_0074.wav,not_selected_under_data_budget
train:19_0075.wav,train,Northern,19_0075.wav,not_selected_under_data_budget
train:19_0076.wav,train,Northern,19_0076.wav,not_selected_under_data_budget
train:19_0077.wav,train,Northern,19_0077.wav,not_selected_under_data_budget
train:19_0078.wav,train,Northern,19_0078.wav,not_selected_under_data_budget
train:19_0079.wav,train,Northern,19_0079.wav,not_selected_under_data_budget
train:19_0080.wav,train,Northern,19_0080.wav,not_selected_under_data_budget
train:19_0081.wav,train,Northern,19_0081.wav,not_selected_under_data_budget
train:19_0082.wav,train,Northern,19_0082.wav,not_selected_under_data_budget
train:19_0083.wav,train,Northern,19_0083.wav,not_selected_under_data_budget
train:19_0084.wav,train,Northern,19_0084.wav,not_selected_under_data_budget
train:19_0085.wav,train,Northern,19_0085.wav,not_selected_under_data_budget
train:19_0086.wav,train,Northern,19_0086.wav,not_selected_under_data_budget
train:19_0087.wav,train,Northern,19_0087.wav,not_selected_under_data_budget
train:19_0088.wav,train,Northern,19_0088.wav,not_selected_under_data_budget
train:19_0089.wav,train,Northern,19_0089.wav,not_selected_under_data_budget
train:19_0090.wav,train,Northern,19_0090.wav,not_selected_under_data_budget
train:19_0091.wav,train,Northern,19_0091.wav,not_selected_under_data_budget
train:19_0092.wav,train,Northern,19_0092.wav,not_selected_under_data_budget
train:19_0093.wav,train,Northern,19_0093.wav,not_selected_under_data_budget
train:19_0094.wav,train,Northern,19_0094.wav,not_selected_under_data_budget
train:19_0095.wav,train,Northern,19_0095.wav,not_selected_under_data_budget
train:19_0096.wav,train,Northern,19_0096.wav,not_selected_under_data_budget
train:19_0097.wav,train,Northern,19_0097.wav,not_selected_under_data_budget
train:19_0098.wav,train,Northern,19_0098.wav,not_selected_under_data_budget
train:19_0099.wav,train,Northern,19_0099.wav,not_selected_under_data_budget
train:19_0100.wav,train,Northern,19_0100.wav,not_selected_under_data_budget
train:19_0101.wav,train,Northern,19_0101.wav,not_selected_under_data_budget
train:19_0102.wav,train,Northern,19_0102.wav,not_selected_under_data_budget
train:19_0103.wav,train,Northern,19_0103.wav,not_selected_under_data_budget
train:19_0104.wav,train,Northern,19_0104.wav,not_selected_under_data_budget
train:19_0105.wav,train,Northern,19_0105.wav,not_selected_under_data_budget
train:19_0106.wav,train,Northern,19_0106.wav,not_selected_under_data_budget
train:19_0107.wav,train,Northern,19_0107.wav,not_selected_under_data_budget
train:19_0108.wav,train,Northern,19_0108.wav,not_selected_under_data_budget
train:19_0109.wav,train,Northern,19_0109.wav,not_selected_under_data_budget
train:19_0110.wav,train,Northern,19_0110.wav,not_selected_under_data_budget
train:19_0111.wav,train,Northern,19_0111.wav,not_selected_under_data_budget
train:19_0112.wav,train,Northern,19_0112.wav,not_selected_under_data_budget
train:19_0113.wav,train,Northern,19_0113.wav,not_selected_under_data_budget
train:19_0114.wav,train,Northern,19_0114.wav,not_selected_under_data_budget
train:19_0115.wav,train,Northern,19_0115.wav,not_selected_under_data_budget
train:19_0116.wav,train,Northern,19_0116.wav,not_selected_under_data_budget
train:19_0117.wav,train,Northern,19_0117.wav,not_selected_under_data_budget
train:19_0118.wav,train,Northern,19_0118.wav,not_selected_under_data_budget
train:19_0119.wav,train,Northern,19_0119.wav,not_selected_under_data_budget
train:19_0120.wav,train,Northern,19_0120.wav,not_selected_under_data_budget
train:19_0121.wav,train,Northern,19_0121.wav,not_selected_under_data_budget
train:19_0122.wav,train,Northern,19_0122.wav,not_selected_under_data_budget
train:19_0123.wav,train,Northern,19_0123.wav,not_selected_under_data_budget
train:19_0124.wav,train,Northern,19_0124.wav,not_selected_under_data_budget
train:19_0125.wav,train,Northern,19_0125.wav,not_selected_under_data_budget
train:19_0126.wav,train,Northern,19_0126.wav,not_selected_under_data_budget
train:19_0127.wav,train,Northern,19_0127.wav,not_selected_under_data_budget
train:19_0128.wav,train,Northern,19_0128.wav,not_selected_under_data_budget
train:19_0129.wav,train,Northern,19_0129.wav,not_selected_under_data_budget
train:19_0130.wav,train,Northern,19_0130.wav,not_selected_under_data_budget
train:19_0131.wav,train,Northern,19_0131.wav,not_selected_under_data_budget
train:19_0132.wav,train,Northern,19_0132.wav,not_selected_under_data_budget
train:19_0133.wav,train,Northern,19_0133.wav,not_selected_under_data_budget
train:19_0134.wav,train,Northern,19_0134.wav,not_selected_under_data_budget
train:19_0135.wav,train,Northern,19_0135.wav,not_selected_under_data_budget
train:19_0136.wav,train,Northern,19_0136.wav,not_selected_under_data_budget
train:19_0137.wav,train,Northern,19_0137.wav,not_selected_under_data_budget
train:19_0138.wav,train,Northern,19_0138.wav,not_selected_under_data_budget
train:19_0139.wav,train,Northern,19_0139.wav,not_selected_under_data_budget
train:19_0140.wav,train,Northern,19_0140.wav,not_selected_under_data_budget
train:19_0141.wav,train,Northern,19_0141.wav,not_selected_under_data_budget
train:19_0142.wav,train,Northern,19_0142.wav,not_selected_under_data_budget
train:19_0143.wav,train,Northern,19_0143.wav,not_selected_under_data_budget
train:19_0144.wav,train,Northern,19_0144.wav,not_selected_under_data_budget
train:19_0145.wav,train,Northern,19_0145.wav,not_selected_under_data_budget
train:19_0146.wav,train,Northern,19_0146.wav,not_selected_under_data_budget
train:19_0147.wav,train,Northern,19_0147.wav,not_selected_under_data_budget
train:19_0148.wav,train,Northern,19_0148.wav,not_selected_under_data_budget
train:19_0149.wav,train,Northern,19_0149.wav,not_selected_under_data_budget
train:19_0150.wav,train,Northern,19_0150.wav,not_selected_under_data_budget
train:19_0151.wav,train,Northern,19_0151.wav,not_selected_under_data_budget
train:19_0152.wav,train,Northern,19_0152.wav,not_selected_under_data_budget
train:19_0153.wav,train,Northern,19_0153.wav,not_selected_under_data_budget
train:19_0154.wav,train,Northern,19_0154.wav,not_selected_under_data_budget
train:19_0155.wav,train,Northern,19_0155.wav,not_selected_under_data_budget
train:19_0156.wav,train,Northern,19_0156.wav,not_selected_under_data_budget
train:19_0157.wav,train,Northern,19_0157.wav,not_selected_under_data_budget
train:19_0158.wav,train,Northern,19_0158.wav,not_selected_under_data_budget
train:19_0159.wav,train,Northern,19_0159.wav,not_selected_under_data_budget
train:19_0160.wav,train,Northern,19_0160.wav,not_selected_under_data_budget
train:19_0161.wav,train,Northern,19_0161.wav,not_selected_under_data_budget
train:19_0162.wav,train,Northern,19_0162.wav,not_selected_under_data_budget
train:19_0163.wav,train,Northern,19_0163.wav,not_selected_under_data_budget
train:19_0164.wav,train,Northern,19_0164.wav,not_selected_under_data_budget
train:19_0165.wav,train,Northern,19_0165.wav,not_selected_under_data_budget
train:19_0166.wav,train,Northern,19_0166.wav,not_selected_under_data_budget
train:19_0167.wav,train,Northern,19_0167.wav,not_selected_under_data_budget
train:19_0168.wav,train,Northern,19_0168.wav,not_selected_under_data_budget
train:19_0169.wav,train,Northern,19_0169.wav,not_selected_under_data_budget
train:19_0170.wav,train,Northern,19_0170.wav,not_selected_under_data_budget
train:19_0171.wav,train,Northern,19_0171.wav,not_selected_under_data_budget
train:19_0172.wav,train,Northern,19_0172.wav,not_selected_under_data_budget
train:19_0173.wav,train,Northern,19_0173.wav,not_selected_under_data_budget
train:19_0174.wav,train,Northern,19_0174.wav,not_selected_under_data_budget
train:19_0175.wav,train,Northern,19_0175.wav,not_selected_under_data_budget
train:19_0176.wav,train,Northern,19_0176.wav,not_selected_under_data_budget
train:19_0177.wav,train,Northern,19_0177.wav,not_selected_under_data_budget
train:19_0178.wav,train,Northern,19_0178.wav,not_selected_under_data_budget
train:19_0179.wav,train,Northern,19_0179.wav,not_selected_under_data_budget
train:19_0180.wav,train,Northern,19_0180.wav,not_selected_under_data_budget
train:19_0181.wav,train,Northern,19_0181.wav,not_selected_under_data_budget
train:19_0182.wav,train,Northern,19_0182.wav,not_selected_under_data_budget
train:19_0183.wav,train,Northern,19_0183.wav,not_selected_under_data_budget
train:19_0184.wav,train,Northern,19_0184.wav,not_selected_under_data_budget
train:19_0185.wav,train,Northern,19_0185.wav,not_selected_under_data_budget
train:19_0186.wav,train,Northern,19_0186.wav,not_selected_under_data_budget
train:19_0187.wav,train,Northern,19_0187.wav,not_selected_under_data_budget
train:19_0188.wav,train,Northern,19_0188.wav,not_selected_under_data_budget
train:19_0189.wav,train,Northern,19_0189.wav,not_selected_under_data_budget
train:19_0190.wav,train,Northern,19_0190.wav,not_selected_under_data_budget
train:19_0191.wav,train,Northern,19_0191.wav,not_selected_under_data_budget
train:19_0192.wav,train,Northern,19_0192.wav,not_selected_under_data_budget
train:19_0193.wav,train,Northern,19_0193.wav,not_selected_under_data_budget
train:19_0194.wav,train,Northern,19_0194.wav,not_selected_under_data_budget
train:19_0195.wav,train,Northern,19_0195.wav,not_selected_under_data_budget
train:19_0196.wav,train,Northern,19_0196.wav,not_selected_under_data_budget
train:19_0197.wav,train,Northern,19_0197.wav,not_selected_under_data_budget
train:19_0198.wav,train,Northern,19_0198.wav,not_selected_under_data_budget
train:19_0199.wav,train,Northern,19_0199.wav,not_selected_under_data_budget
train:19_0200.wav,train,Northern,19_0200.wav,not_selected_under_data_budget
train:19_0201.wav,train,Northern,19_0201.wav,not_selected_under_data_budget
train:19_0202.wav,train,Northern,19_0202.wav,not_selected_under_data_budget
train:19_0203.wav,train,Northern,19_0203.wav,not_selected_under_data_budget
train:19_0204.wav,train,Northern,19_0204.wav,not_selected_under_data_budget
train:19_0205.wav,train,Northern,19_0205.wav,not_selected_under_data_budget
train:19_0206.wav,train,Northern,19_0206.wav,not_selected_under_data_budget
train:19_0207.wav,train,Northern,19_0207.wav,not_selected_under_data_budget
train:19_0208.wav,train,Northern,19_0208.wav,not_selected_under_data_budget
train:19_0209.wav,train,Northern,19_0209.wav,not_selected_under_data_budget
train:19_0210.wav,train,Northern,19_0210.wav,not_selected_under_data_budget
train:19_0211.wav,train,Northern,19_0211.wav,not_selected_under_data_budget
train:19_0212.wav,train,Northern,19_0212.wav,not_selected_under_data_budget
train:19_0213.wav,train,Northern,19_0213.wav,not_selected_under_data_budget
train:19_0214.wav,train,Northern,19_0214.wav,not_selected_under_data_budget
train:19_0215.wav,train,Northern,19_0215.wav,not_selected_under_data_budget
train:19_0216.wav,train,Northern,19_0216.wav,not_selected_under_data_budget
train:19_0217.wav,train,Northern,19_0217.wav,not_selected_under_data_budget
train:19_0218.wav,train,Northern,19_0218.wav,not_selected_under_data_budget
train:19_0219.wav,train,Northern,19_0219.wav,not_selected_under_data_budget
train:19_0220.wav,train,Northern,19_0220.wav,not_selected_under_data_budget
train:19_0221.wav,train,Northern,19_0221.wav,not_selected_under_data_budget
train:19_0222.wav,train,Northern,19_0222.wav,not_selected_under_data_budget
train:19_0223.wav,train,Northern,19_0223.wav,not_selected_under_data_budget
train:19_0224.wav,train,Northern,19_0224.wav,not_selected_under_data_budget
train:19_0225.wav,train,Northern,19_0225.wav,not_selected_under_data_budget
train:19_0226.wav,train,Northern,19_0226.wav,not_selected_under_data_budget
train:19_0227.wav,train,Northern,19_0227.wav,not_selected_under_data_budget
train:19_0228.wav,train,Northern,19_0228.wav,not_selected_under_data_budget
train:19_0229.wav,train,Northern,19_0229.wav,not_selected_under_data_budget
train:19_0230.wav,train,Northern,19_0230.wav,not_selected_under_data_budget
train:19_0231.wav,train,Northern,19_0231.wav,not_selected_under_data_budget
train:19_0232.wav,train,Northern,19_0232.wav,not_selected_under_data_budget
train:19_0233.wav,train,Northern,19_0233.wav,not_selected_under_data_budget
train:19_0234.wav,train,Northern,19_0234.wav,not_selected_under_data_budget
train:19_0235.wav,train,Northern,19_0235.wav,not_selected_under_data_budget
train:19_0236.wav,train,Northern,19_0236.wav,not_selected_under_data_budget
train:19_0237.wav,train,Northern,19_0237.wav,not_selected_under_data_budget
train:19_0243.wav,train,Northern,19_0243.wav,not_selected_under_data_budget
train:19_0245.wav,train,Northern,19_0245.wav,not_selected_under_data_budget
train:19_0246.wav,train,Northern,19_0246.wav,not_selected_under_data_budget
train:19_0247.wav,train,Northern,19_0247.wav,not_selected_under_data_budget
train:19_0250.wav,train,Northern,19_0250.wav,not_selected_under_data_budget
train:19_0251.wav,train,Northern,19_0251.wav,not_selected_under_data_budget
train:19_0252.wav,train,Northern,19_0252.wav,not_selected_under_data_budget
train:19_0253.wav,train,Northern,19_0253.wav,not_selected_under_data_budget
train:19_0255.wav,train,Northern,19_0255.wav,not_selected_under_data_budget
train:19_0262.wav,train,Northern,19_0262.wav,not_selected_under_data_budget
train:19_0264.wav,train,Northern,19_0264.wav,not_selected_under_data_budget
train:20_0001.wav,train,Northern,20_0001.wav,not_selected_under_data_budget
train:20_0002.wav,train,Northern,20_0002.wav,not_selected_under_data_budget
train:20_0003.wav,train,Northern,20_0003.wav,not_selected_under_data_budget
train:20_0004.wav,train,Northern,20_0004.wav,not_selected_under_data_budget
train:20_0005.wav,train,Northern,20_0005.wav,not_selected_under_data_budget
train:20_0006.wav,train,Northern,20_0006.wav,not_selected_under_data_budget
train:20_0007.wav,train,Northern,20_0007.wav,not_selected_under_data_budget
train:20_0008.wav,train,Northern,20_0008.wav,not_selected_under_data_budget
train:20_0009.wav,train,Northern,20_0009.wav,not_selected_under_data_budget
train:20_0010.wav,train,Northern,20_0010.wav,not_selected_under_data_budget
train:20_0011.wav,train,Northern,20_0011.wav,not_selected_under_data_budget
train:20_0012.wav,train,Northern,20_0012.wav,not_selected_under_data_budget
train:20_0013.wav,train,Northern,20_0013.wav,not_selected_under_data_budget
train:20_0014.wav,train,Northern,20_0014.wav,not_selected_under_data_budget
train:20_0015.wav,train,Northern,20_0015.wav,not_selected_under_data_budget
train:20_0016.wav,train,Northern,20_0016.wav,not_selected_under_data_budget
train:20_0017.wav,train,Northern,20_0017.wav,not_selected_under_data_budget
train:20_0018.wav,train,Northern,20_0018.wav,not_selected_under_data_budget
train:20_0019.wav,train,Northern,20_0019.wav,not_selected_under_data_budget
train:20_0020.wav,train,Northern,20_0020.wav,not_selected_under_data_budget
train:20_0021.wav,train,Northern,20_0021.wav,not_selected_under_data_budget
train:20_0022.wav,train,Northern,20_0022.wav,not_selected_under_data_budget
train:20_0023.wav,train,Northern,20_0023.wav,not_selected_under_data_budget
train:20_0024.wav,train,Northern,20_0024.wav,not_selected_under_data_budget
train:20_0025.wav,train,Northern,20_0025.wav,not_selected_under_data_budget
train:20_0026.wav,train,Northern,20_0026.wav,not_selected_under_data_budget
train:20_0027.wav,train,Northern,20_0027.wav,not_selected_under_data_budget
train:20_0028.wav,train,Northern,20_0028.wav,not_selected_under_data_budget
train:20_0029.wav,train,Northern,20_0029.wav,not_selected_under_data_budget
train:20_0030.wav,train,Northern,20_0030.wav,not_selected_under_data_budget
train:20_0031.wav,train,Northern,20_0031.wav,not_selected_under_data_budget
train:20_0032.wav,train,Northern,20_0032.wav,not_selected_under_data_budget
train:20_0033.wav,train,Northern,20_0033.wav,not_selected_under_data_budget
train:20_0034.wav,train,Northern,20_0034.wav,not_selected_under_data_budget
train:20_0035.wav,train,Northern,20_0035.wav,not_selected_under_data_budget
train:20_0036.wav,train,Northern,20_0036.wav,not_selected_under_data_budget
train:20_0037.wav,train,Northern,20_0037.wav,not_selected_under_data_budget
