sample_id,source_split,source_region,label,province_code,province_name,filename,text,speaker_id,gender,source_audio_path,source_parquet_file,audio_path,audio_status,audio_bytes,preprocessed_audio_path,preprocessing_status,original_duration_seconds,preprocessed_sample_rate,preprocessed_samples,preprocessed_duration_seconds,preprocessed_rms,preprocessed_peak
train:59_0091.wav,train,South,Southern,59,HoChiMinh,59_0091.wav,"Nếu mà giống lúa ST hai lăm thì mới là quyền tác giả, mới là bản quyền. Chứ còn thương hiệu gạo thì nó có giá trị ở một quốc gia. Chúng ta chỉ lo sản xuất thôi, không lo để bảo vệ cục sở hữu của sở hữu trí tuệ. Cái đấy là chúng ta thiệt thòi do thiếu người biết.",spk_59_0077,male,59_0091.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0091.wav,downloaded,532854,data/processed/audio_preprocessed_16s/train/Southern/59_0091.wav,preprocessed,16.650312,16000,256000,16.000000,0.078057,0.709442
train:59_0092.wav,train,South,Southern,59,HoChiMinh,59_0092.wav,"Nếu như mà Việt Nam, chủ yếu Việt Nam không đăng ký, mà các nhà nhập khẩu hay là các thương nhân khác của nước ngoài nhận cái thị trường ST hai tư, ST hai lăm tại Mỹ nó có tiềm năng, người ta có quyền đăng ký, thì khả năng sau khi được cắp bằng, ST hai lăm Việt Nam xuất đi Mỹ phải được đồng ý của thương nhân hoặc là của doanh nghiệp đã đăng ký.",spk_59_0078,male,59_0092.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0092.wav,downloaded,683546,data/processed/audio_preprocessed_16s/train/Southern/59_0092.wav,preprocessed,21.359437,16000,256000,16.000000,0.075164,0.816742
train:59_0094.wav,train,South,Southern,59,HoChiMinh,59_0094.wav,"Bộ Công Thương, Bộ Ngoại giao, các thương mại, xúc tiến thương mại ở các đại sứ quán phải biết, phải làm và phải giáo dục. Chứ chúng ta có mười tám phần trăm, doanh nghiệp nhỏ và vừa hiểu về sở hữu trí tuệ và quan tâm đến sở hữu trí tuệ thôi thì cái đấy là cái bất cập của Việt Nam.",spk_59_0080,male,59_0094.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0094.wav,downloaded,546446,data/processed/audio_preprocessed_16s/train/Southern/59_0094.wav,preprocessed,17.075063,16000,256000,16.000000,0.081149,0.835358
train:59_0095.wav,train,South,Southern,59,HoChiMinh,59_0095.wav,"Chủ trọ với công đoàn cơ sở cũng có ủng hộ về cái gạo, rau củ quả này kia đồ đó, cũng đủ cho anh em tiêu dùng.",spk_59_0081,male,59_0095.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0095.wav,downloaded,326122,data/processed/audio_preprocessed_16s/train/Southern/59_0095.wav,preprocessed,10.189937,16000,256000,16.000000,0.049123,0.990021
train:59_0096.wav,train,South,Southern,59,HoChiMinh,59_0096.wav,Phòng trọ mình đang giảm là năm mươi phần trăm cho anh chị mà nay được ba tháng rồi. gọi cổng là mình đóng suốt khi nào mà cần thiết lắm thì thứ ba với thứ bảy là anh chị mới được đi ra ngoài để mua các vật dụng như thuốc hay gì đó.,spk_59_0082,female,59_0096.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0096.wav,downloaded,368818,data/processed/audio_preprocessed_16s/train/Southern/59_0096.wav,preprocessed,11.524188,16000,256000,16.000000,0.067397,0.708252
train:59_0097.wav,train,South,Southern,59,HoChiMinh,59_0097.wav,Diễn biến dịch Covid này thì rất là phức tạp cho nên tôi cảm thấy người dân phải có một sự tự giác để mà bảo vệ lấy chính mình.,spk_59_0083,male,59_0097.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0097.wav,downloaded,356280,data/processed/audio_preprocessed_16s/train/Southern/59_0097.wav,preprocessed,11.132375,16000,256000,16.000000,0.057858,0.990021
train:59_0098.wav,train,South,Southern,59,HoChiMinh,59_0098.wav,Hiện nay thì trên địa bàn của quận có ba mươi tám khu phong tỏa. Cái việc mà quận ba tổ chức đội tiêm lưu động cho bà con trong khu phong tỏa là mình sẽ quan tâm tới bà con trong khu vực này là bà con có cái mong mỏi rất là lớn để được tiêm vắc xin để giúp cho cái việc mà chúng ta giảm cái ca F không trên địa bàn của thành phố.,spk_59_0084,female,59_0098.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0098.wav,downloaded,597244,data/processed/audio_preprocessed_16s/train/Southern/59_0098.wav,preprocessed,18.662500,16000,256000,16.000000,0.080522,0.531036
train:59_0099.wav,train,South,Southern,59,HoChiMinh,59_0099.wav,"Điểm tiêm như vậy là yêu cầu có một bàn tiêm. Nghĩa là, thứ nhất có một bác sĩ, một điều dưỡng cho khu vực tiêm tại chỗ. Ngoài ra còn thêm một bác sĩ và một điều dưỡng theo xe. Và chúng tôi đã hình thành được như vậy là tới hôm nay là bốn xe và bốn đội để đảm bảo cho cái việc là cấp cứu sau tiêm tại chỗ. Nhằm đạt cái yêu cầu an toàn nhất khi mà tổ chức điểm tiêm lưu động.",spk_59_0085,male,59_0099.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0099.wav,downloaded,691226,data/processed/audio_preprocessed_16s/train/Southern/59_0099.wav,preprocessed,21.599438,16000,256000,16.000000,0.081193,0.937836
train:59_0101.wav,train,South,Southern,59,HoChiMinh,59_0101.wav,Tôi thấy một chính sách này rất là thiết thực và nhân văn. Nó giúp người dân tiếp cận được vắc xin để phòng chống dịch. Tôi cũng mong muốn ít nhất là bảy mươi phần trăm người dân thành phố này được tiêm để tạo một miễn dịch cộng đồng.,spk_59_0087,male,59_0101.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0101.wav,downloaded,517676,data/processed/audio_preprocessed_16s/train/Southern/59_0101.wav,preprocessed,16.176000,16000,256000,16.000000,0.080272,0.735626
train:59_0102.wav,train,South,Southern,59,HoChiMinh,59_0102.wav,Người dân rất là phấn khởi vì họ có thể là phòng tránh được bệnh dịch thì họ rất là vui mừng.,spk_59_0088,male,59_0102.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0102.wav,downloaded,242570,data/processed/audio_preprocessed_16s/train/Southern/59_0102.wav,preprocessed,7.578938,16000,256000,16.000000,0.044795,0.989990
train:59_0104.wav,train,South,Southern,59,HoChiMinh,59_0104.wav,"Họ thực sự rất là tốt, lúc nào cũng phải có khẩu trang, rồi rửa tay. Rất là an toàn, an tâm để đi vào siêu thị để mà mua những hàng yếu phẩm của mình.",spk_59_0089,female,59_0104.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0104.wav,downloaded,377666,data/processed/audio_preprocessed_16s/train/Southern/59_0104.wav,preprocessed,11.800688,16000,256000,16.000000,0.067738,0.608307
train:59_0105.wav,train,South,Southern,59,HoChiMinh,59_0105.wav,Tất cả nhân viên của chúng tôi là trước khi đi làm và bước vào là phải khử trùng bằng gel và đeo khẩu trang.,spk_59_0090,male,59_0105.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0105.wav,downloaded,245850,data/processed/audio_preprocessed_16s/train/Southern/59_0105.wav,preprocessed,7.681438,16000,256000,16.000000,0.054985,0.586578
train:59_0106.wav,train,South,Southern,59,HoChiMinh,59_0106.wav,"Đông quá thì có thể là mình đi lễ tại gia, mình không cần thiết là phải đi lễ nhà thờ để mình phòng chống dịch tốt hơn.",spk_59_0091,male,59_0106.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0106.wav,downloaded,198838,data/processed/audio_preprocessed_16s/train/Southern/59_0106.wav,preprocessed,6.212313,16000,256000,16.000000,0.049842,0.517548
train:59_0107.wav,train,South,Southern,59,HoChiMinh,59_0107.wav,"Có thể là lễ thì đối với người ta rất quan trọng nhưng mà nó ảnh hưởng người khác Bây giờ anh đi lây dịch cho người khác thì cũng không tốt Bữa nay bây giờ dịch bệnh nó đang như vậy thì mình cũng nên cầu nguyện ở nhà Vì đức tin là ở trên chúa trời, đúng không? Nên là mình cũng nghĩ là mình sẽ ở nhà mình làm điều đó thì tốt hơn",spk_59_0092,male,59_0107.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0107.wav,downloaded,499348,data/processed/audio_preprocessed_16s/train/Southern/59_0107.wav,preprocessed,15.603250,16000,256000,16.000000,0.078481,0.659485
train:59_0108.wav,train,South,Southern,59,HoChiMinh,59_0108.wav,"Mỗi lần mưa bão, đi trên đường rất là lo ngại những cây ngã hay là nhánh nó rớt, đè trúng. Tại vì những trường hợp này xảy ra rất là nhiều.",spk_59_0093,male,59_0108.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0108.wav,downloaded,378202,data/processed/audio_preprocessed_16s/train/Southern/59_0108.wav,preprocessed,11.817438,16000,256000,16.000000,0.066742,0.282501
train:59_0109.wav,train,South,Southern,59,HoChiMinh,59_0109.wav,Cái những cái cây mà nó bị mục ở đó thì nó cũng rất ảnh hưởng tại vì ở trên cao mình không biết mà khi gió mạnh thì nó cái lực gió nó xuống nó sẽ làm gãy đó làm những cái cây lớn á nó nhánh lớn á nó xuống nó đè những cái nó rớt xuống mặt đường rất là nguy hiểm cho người dân,spk_59_0094,male,59_0109.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0109.wav,downloaded,538056,data/processed/audio_preprocessed_16s/train/Southern/59_0109.wav,preprocessed,16.812875,16000,256000,16.000000,0.081929,0.521118
train:59_0110.wav,train,South,Southern,59,HoChiMinh,59_0110.wav,"Đầu mùa mưa thì chúng tôi đều có công văn gửi đến hai mốt quận huyện thành phố Thủ Đức để cảnh báo, xử lý và rà soát những cây xanh có nguy cơ ngã đổ. Và đặc biệt là chúng tôi rất là quan tâm đến các khu vực tập trung đông người.",spk_59_0095,female,59_0110.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0110.wav,downloaded,545382,data/processed/audio_preprocessed_16s/train/Southern/59_0110.wav,preprocessed,17.041812,16000,256000,16.000000,0.078673,0.595062
train:59_0114.wav,train,South,Southern,59,HoChiMinh,59_0114.wav,"Việc tổ chức xét nghiệm, lấy mẫu rồi phân điều phối xét nghiệm vân vân nó đã đòi hỏi cả một cái sự kết hợp của một hệ thống của thành phố chứ không phải một mình của HCDC.",spk_59_0096,male,59_0114.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0114.wav,downloaded,456300,data/processed/audio_preprocessed_16s/train/Southern/59_0114.wav,preprocessed,14.258000,16000,256000,16.000000,0.074584,0.905304
train:59_0117.wav,train,South,Southern,59,HoChiMinh,59_0117.wav,Và tôi nghĩ đây là một cái cơ hội rất lớn để chúng ta có thể giúp cho người dân thành phố Hồ Chí Minh nói riêng và cả nước nói chung.,spk_59_0097,male,59_0117.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0117.wav,downloaded,269420,data/processed/audio_preprocessed_16s/train/Southern/59_0117.wav,preprocessed,8.418000,16000,256000,16.000000,0.056467,0.530029
train:59_0120.wav,train,South,Southern,59,HoChiMinh,59_0120.wav,"Những cống hiến hết sức thầm lặng cao cả đó đã tạo nên những hình ảnh, những thông điệp vô cùng ý nghĩa lan tỏa sâu rộng trong cộng đồng. Và tôi tin rằng đó là động lực quan trọng và sức mạnh to lớn giúp chúng ta sớm chiến thắng dịch bệnh.",spk_59_0098,male,59_0120.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0120.wav,downloaded,491244,data/processed/audio_preprocessed_16s/train/Southern/59_0120.wav,preprocessed,15.350000,16000,256000,16.000000,0.077975,0.459351
train:59_0121.wav,train,South,Southern,59,HoChiMinh,59_0121.wav,Khi mà được thông tin về chích vắc xin thì mọi người rất là hợp tác và đồng lòng ủng hộ.,spk_59_0099,female,59_0121.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0121.wav,downloaded,219628,data/processed/audio_preprocessed_16s/train/Southern/59_0121.wav,preprocessed,6.862000,16000,256000,16.000000,0.052388,0.329834
train:59_0122.wav,train,South,Southern,59,HoChiMinh,59_0122.wav,"Tôi cũng rất là vui mừng, phấn khởi và thật là cám ơn về cái chiến lược tiêm chủng mở rộng cho toàn dân.",spk_59_0100,female,59_0122.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0122.wav,downloaded,304010,data/processed/audio_preprocessed_16s/train/Southern/59_0122.wav,preprocessed,9.498938,16000,256000,16.000000,0.061626,0.323853
train:59_0123.wav,train,South,Southern,59,HoChiMinh,59_0123.wav,"Tôi nghĩ là vắc xin đó là điều tiên quyết nhất, là tốt nhất mà có thể được tiêm cho người dân. Tức là các loại vắc xin đều được các cơ quan kiểm định nhà nước, họ kiểm định và xác nhận đó là vắc xin đủ tiêu chuẩn để tiêm cho người dân phòng ngừa Covid.",spk_59_0101,male,59_0123.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0123.wav,downloaded,462820,data/processed/audio_preprocessed_16s/train/Southern/59_0123.wav,preprocessed,14.461750,16000,256000,16.000000,0.076054,0.732788
train:59_0124.wav,train,South,Southern,59,HoChiMinh,59_0124.wav,"Mình cũng làm nhà nước cũng bao nhiêu năm rồi. Giờ giờ mình vẫn cảm thấy mình vẫn còn sức lực, còn cố gắng được là mình làm thôi.",spk_59_0102,male,59_0124.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0124.wav,downloaded,215484,data/processed/audio_preprocessed_16s/train/Southern/59_0124.wav,preprocessed,6.732500,16000,256000,16.000000,0.051894,0.237183
train:59_0125.wav,train,South,Southern,59,HoChiMinh,59_0125.wav,Xe cộ chúng ta trên tuyến này chúng ta vẫn có thể qua lại bình thường Chúng ta chủ yếu giám sát những cái vấn đề trong cấm vận chuyển thành khách. Chứ mà nếu mà chúng ta cấm hẳn không cho họ đi thì người dân sẽ giao động. Trong giai đoạn này chủ yếu vừa tuyên truyền vừa nhắc nhở và vận động người dân chấp hành tốt quy định.,spk_59_0103,male,59_0125.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0125.wav,downloaded,680802,data/processed/audio_preprocessed_16s/train/Southern/59_0125.wav,preprocessed,21.273688,16000,256000,16.000000,0.078435,0.720154
train:59_0126.wav,train,South,Southern,59,HoChiMinh,59_0126.wav,Khoảng thời gian em trực khu phong tỏa ở đây thì người dân thực hiện đúng những cái quy định của nhà nước mình đưa ra.,spk_59_0104,female,59_0126.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0126.wav,downloaded,220432,data/processed/audio_preprocessed_16s/train/Southern/59_0126.wav,preprocessed,6.887125,16000,256000,16.000000,0.051779,0.517792
train:59_0127.wav,train,South,Southern,59,HoChiMinh,59_0127.wav,"Thì bây giờ kiểu như mình không có cái gì thì cần thiết mình không nên đi ra ngoài đường. Đó, ví dụ như mình cần thiết rồi, gạo gần hết rồi mình đi mua gạo. Đó, ví dụ như là cá, mắm giờ hết rồi mình đi mua thôi. Chứ mình đâu có dự trữ chi nhiều, tại vì lúc này nó cũng ổn định bình thường mà.",spk_59_0105,female,59_0127.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0127.wav,downloaded,398806,data/processed/audio_preprocessed_16s/train/Southern/59_0127.wav,preprocessed,12.461313,16000,256000,16.000000,0.070600,0.597992
train:59_0128.wav,train,South,Southern,59,HoChiMinh,59_0128.wav,"chuẩn bị hàng hóa và mình ứng phó bằng cách mình đẩy mạnh về phần công tác bán hàng online hơn. Chuyển hai phun xịt khử khuẩn trước những bao gói hàng hóa trước khi đi giao hàng cho khách. Kèm theo nữa là khẩu trang, bao tay, kính che mặt, nước rửa tay dành cho nhân viên trên đường đi giao hàng luôn.",spk_59_0106,female,59_0128.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0128.wav,downloaded,583476,data/processed/audio_preprocessed_16s/train/Southern/59_0128.wav,preprocessed,18.232250,16000,256000,16.000000,0.082386,0.982574
train:59_0129.wav,train,South,Southern,59,HoChiMinh,59_0129.wav,Hằng ngày vẫn có chợ. Nhưng mà có cái là mình đi mình giãn cách thì mình đi ít người hơn một chút xíu. Coi như mình mua một ngày ăn mấy ngày như vậy đó. Rồi mình lại đi tiếp tục chứ đừng có tích trữ làm chi.,spk_59_0107,female,59_0129.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0129.wav,downloaded,308884,data/processed/audio_preprocessed_16s/train/Southern/59_0129.wav,preprocessed,9.651250,16000,256000,16.000000,0.058925,0.990021
train:59_0130.wav,train,South,Southern,59,HoChiMinh,59_0130.wav,"Trên địa bàn quận Gò Vấp thì có bốn trung tâm thương mại, sáu chợ truyền thống và một cái chợ của tư nhân. Trong đó có bảy siêu thị chuyên danh nên là có thể đảm bảo được cái hàng hóa cũng như là cung ứng đủ cho người dân.",spk_59_0108,female,59_0130.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0130.wav,downloaded,509510,data/processed/audio_preprocessed_16s/train/Southern/59_0130.wav,preprocessed,15.920813,16000,256000,16.000000,0.079489,0.859955
train:59_0133.wav,train,South,Southern,59,HoChiMinh,59_0133.wav,Những cái giờ ban đêm Tầm một hai ba bốn giờ sáng số cuộc gọi cũng nhiều và các bạn phải thức đêm rất là mệt. Nói chung là cũng phải cố gắng.,spk_59_0110,male,59_0133.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0133.wav,downloaded,282444,data/processed/audio_preprocessed_16s/train/Southern/59_0133.wav,preprocessed,8.825000,16000,256000,16.000000,0.059413,0.572449
train:59_0140.wav,train,South,Southern,59,HoChiMinh,59_0140.wav,"Lãnh đạo thành phố Hồ Chí Minh, nói chung cũng như là mặt trận thành phố. Xin hết sức trân trọng tình cảm của các địa phương đã dành cho thành phố trong lúc khó khăn này. Đặc biệt nữa là hiện nay các địa phương vừa lo cái phần chống dịch tại địa phương mình, nhưng cũng vẫn là tiếp tục chia sẻ đến cho thành phố.",spk_59_0116,male,59_0140.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0140.wav,downloaded,642950,data/processed/audio_preprocessed_16s/train/Southern/59_0140.wav,preprocessed,20.090812,16000,256000,16.000000,0.081349,0.747925
train:59_0141.wav,train,South,Southern,59,HoChiMinh,59_0141.wav,"Về trang thiết bị thì cái đội sau tiêm sẽ có một bác sĩ, một điều dưỡng là của một đội. Sẽ có những cái hộp chống sốc và chuẩn bị sẵn adrenaline theo hướng dẫn mới của Bộ Y tế. Khi có vấn đề gì xảy ra thì sẽ chuyển ngay qua cấp cứu. Ngoài ra những cái đội tiêm lưu động luôn có bác sĩ ICU và bác sĩ cấp cứu để túc trực.",spk_59_0117,female,59_0141.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0141.wav,downloaded,625740,data/processed/audio_preprocessed_16s/train/Southern/59_0141.wav,preprocessed,19.553000,16000,256000,16.000000,0.082735,0.551666
train:59_0142.wav,train,South,Southern,59,HoChiMinh,59_0142.wav,Cảm thấy tự tin hơn,spk_59_0118,male,59_0142.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0142.wav,downloaded,99738,data/processed/audio_preprocessed_16s/train/Southern/59_0142.wav,preprocessed,3.115438,16000,256000,16.000000,0.034888,0.643494
train:59_0143.wav,train,South,Southern,59,HoChiMinh,59_0143.wav,"Thì ban quản lý tòa nhà tụi em đã rất là gấp rút để lựa chọn cư dân phù hợp với thứ nhất là độ tuổi nè, tình trạng bệnh nền.",spk_59_0119,female,59_0143.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0143.wav,downloaded,286538,data/processed/audio_preprocessed_16s/train/Southern/59_0143.wav,preprocessed,8.952938,16000,256000,16.000000,0.059843,0.558380
train:59_0144.wav,train,South,Southern,59,HoChiMinh,59_0144.wav,"Thấy an tâm thôi, cứ tốt sức khỏe cho cộng đồng thôi.",spk_59_0120,male,59_0144.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0144.wav,downloaded,118052,data/processed/audio_preprocessed_16s/train/Southern/59_0144.wav,preprocessed,3.687750,16000,256000,16.000000,0.038265,0.601929
train:59_0145.wav,train,South,Southern,59,HoChiMinh,59_0145.wav,"Chích ngừa thì Cái bệnh này là bệnh dịch rồi nên mình chích ngừa được, nhà nước cho dân thì rất tốt.",spk_59_0121,female,59_0145.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0145.wav,downloaded,176712,data/processed/audio_preprocessed_16s/train/Southern/59_0145.wav,preprocessed,5.520875,16000,256000,16.000000,0.046991,0.553558
train:59_0147.wav,train,South,Southern,59,HoChiMinh,59_0147.wav,Trong giai đoạn này thì hành khách giảm Nhưng mà vì quy định của thành phố thì mình phải chấp hành Xe mình quy định chở bảy thì mình chở bảy thôi.,spk_59_0123,male,59_0147.wav,train-00044-of-00103.parquet,data/processed/audio_16k/train/Southern/59_0147.wav,downloaded,256620,data/processed/audio_preprocessed_16s/train/Southern/59_0147.wav,preprocessed,8.018000,16000,256000,16.000000,0.056249,0.760406
