sample_id,source_split,label,province_name,speaker_id,gender,audio_path,sample_rate,duration_seconds,rms,peak,zcr,logmel_mean,logmel_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flatness_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
train:99_0042.wav,train,Northern,BacNinh,spk_99_0016,male,data/processed/audio_preprocessed_16s/train/Northern/99_0042.wav,16000,16.0,0.07673994069261578,0.920928955078125,0.07701201957820147,-11.550681114196777,3.9022951126098633,511.973122416047,253.42575823958657,375.7680476033499,243.85665190934628,0.009620023872051813,-72.14094543457031,20.93401336669922,-1.2604442834854126,1.0579185485839844,-3.0290608406066895,-1.7471846342086792,-0.6875019073486328,-0.5035694241523743,-0.33649182319641113,-0.17393557727336884,-0.08619696646928787,-0.3648129403591156,-0.524889349937439,9.531697273254395,3.935039520263672,3.0134546756744385,2.374326467514038,2.3549790382385254,2.3745150566101074,1.473340392112732,1.5293052196502686,1.3651151657104492,1.1379023790359497,1.1051716804504395,1.152796983718872,1.1212084293365479
test:25_0286.wav,test,Northern,LaiChau,spk_25_0166,female,data/processed/audio_preprocessed_16s/test/Northern/25_0286.wav,16000,16.0,0.08070853209830013,0.369659423828125,0.12085594084351892,-10.082897186279297,3.146472930908203,867.7473513724105,796.2598857992383,614.5482256621996,495.9762517139447,0.025432246739253053,-62.2011604309082,14.059889793395996,-2.6901378631591797,-2.151881456375122,-3.542125701904297,-1.1998270750045776,-2.013849973678589,-1.560726284980774,-1.1378767490386963,-0.6624258756637573,-0.23517362773418427,-1.406898021697998,-0.3907448649406433,8.270608901977539,4.436960697174072,3.449035882949829,3.0000059604644775,2.763432264328003,2.4667840003967285,1.6374150514602661,1.9433517456054688,1.3836103677749634,1.286059856414795,1.3253118991851807,1.453328013420105,1.0739049911499023
train:30_0208.wav,train,Northern,HaNoi,spk_30_0125,male,data/processed/audio_preprocessed_16s/train/Northern/30_0208.wav,16000,16.0,0.0805167901842481,0.960479736328125,0.13813725834866541,-8.86544418334961,2.631622076034546,829.6362293668833,531.1615430032037,846.4473806368655,426.1444205753617,0.043149277981085594,-55.04957580566406,13.30224609375,-0.45469197630882263,2.8009889125823975,-3.029897451400757,0.0532231479883194,-0.24612386524677277,-0.6053639650344849,-0.3210756480693817,-0.4437980651855469,-0.948030948638916,-0.06676320731639862,-0.9961423873901367,4.633817195892334,3.601438522338867,2.2640316486358643,2.0403740406036377,1.9422736167907715,1.7522530555725098,1.5960520505905151,1.3843944072723389,1.3989758491516113,1.1005783081054688,1.0695042610168457,1.1012723445892334,1.0914971828460693
train:15_0039.wav,train,Northern,HaiPhong,spk_15_0030,male,data/processed/audio_preprocessed_16s/train/Northern/15_0039.wav,16000,16.0,0.08612024140885094,0.932952880859375,0.0886605025800882,-11.559024810791016,3.515099287033081,542.8780801333809,378.6909056467669,520.0726108287383,340.62696471499277,0.02185341204595958,-72.1983871459961,17.71399688720703,2.334246873855591,-1.5823233127593994,-0.7202886939048767,-0.3568383455276489,-1.1571526527404785,-1.1558054685592651,-0.10334332287311554,0.29956507682800293,0.10184469819068909,0.5663484334945679,-0.4739900529384613,9.526721954345703,4.887968063354492,3.138450860977173,2.0692412853240967,1.5417650938034058,2.0422213077545166,1.9611060619354248,1.5987199544906616,1.32375967502594,1.2002155780792236,1.1901531219482422,1.0411583185195923,1.3515608310699463
train:99_0051.wav,train,Northern,BacNinh,spk_99_0023,male,data/processed/audio_preprocessed_16s/train/Northern/99_0051.wav,16000,16.0,0.07143053002028202,0.990020751953125,0.08833628256360376,-11.689796447753906,4.044186592102051,579.4749022606741,553.5224628088532,535.6208035902126,366.57750133828665,0.029446789859900985,-72.54984283447266,16.380088806152344,-1.9128239154815674,2.9430534839630127,-3.0922207832336426,0.25463423132896423,-0.6602147817611694,0.5604025721549988,-1.0639216899871826,0.7064161896705627,-0.32913267612457275,-0.16688759624958038,-0.30435797572135925,16.179901123046875,4.701072692871094,3.896278142929077,3.1920766830444336,3.0394949913024902,2.5784754753112793,1.981385350227356,2.04015851020813,1.7296078205108643,1.4570434093475342,1.7187458276748657,1.4455186128616333,1.402084231376648
train:28_0050.wav,train,Northern,HoaBinh,spk_28_0034,male,data/processed/audio_preprocessed_16s/train/Northern/28_0050.wav,16000,16.0,0.06897175047334424,0.609527587890625,0.06402368759252966,-14.053046226501465,6.135448455810547,450.3497022374388,328.3874427934873,401.6582956244362,390.42747310983384,0.26722361196463534,-87.78621673583984,12.65188980102539,-0.9377796649932861,-0.012355723418295383,-1.6896182298660278,-2.158320426940918,-0.1124962791800499,-1.4890559911727905,-0.780515193939209,-0.5095897912979126,-0.40024515986442566,-0.5141312479972839,-0.4199141561985016,35.35249328613281,8.04870891571045,3.160015106201172,2.8520090579986572,2.9649465084075928,3.0123188495635986,1.7114360332489014,1.7825417518615723,1.4535527229309082,1.354476809501648,1.4299817085266113,1.3532541990280151,1.081839919090271
train:18_0101.wav,train,Northern,NamDinh,spk_18_0050,male,data/processed/audio_preprocessed_16s/train/Northern/18_0101.wav,16000,16.0,0.08010447942810663,0.443084716796875,0.08057843975953032,-9.320768356323242,3.8437857627868652,566.7805506262177,160.20219031144836,433.58272340450327,202.4792316604139,0.0062683269507068885,-57.981143951416016,22.197433471679688,-3.8277227878570557,0.8956063985824585,-1.3983731269836426,-0.7420757412910461,-1.0021381378173828,0.12253130972385406,-0.4482995271682739,-0.03591747209429741,-0.12893684208393097,-0.26190927624702454,-0.8014364242553711,4.399515151977539,3.112867593765259,2.6284005641937256,2.341301441192627,2.116182327270508,1.980278730392456,1.6622661352157593,1.211868166923523,1.2094228267669678,1.1374162435531616,1.084919810295105,1.0573354959487915,1.054106593132019
train:23_0237.wav,train,Northern,HaGiang,spk_23_0227,male,data/processed/audio_preprocessed_16s/train/Northern/23_0237.wav,16000,16.0,0.0757190754354591,0.6295166015625,0.10803167199871874,-10.270435333251953,5.119467735290527,787.6975852942907,400.87686060744045,675.8424049237374,352.59530146042647,0.12021073539928279,-63.812782287597656,11.907316207885742,-3.95988392829895,0.8669692277908325,-2.8768203258514404,-0.2254979908466339,0.40876901149749756,0.5619449615478516,0.6152508854866028,1.2739403247833252,-0.4978299140930176,0.5836694240570068,-0.836281955242157,28.315092086791992,4.770733833312988,2.9344282150268555,2.4167864322662354,2.437899351119995,2.319373607635498,1.795904517173767,1.9250032901763916,1.5221363306045532,1.56475830078125,1.275190830230713,1.5434333086013794,1.3795167207717896
train:28_0096.wav,train,Northern,HoaBinh,spk_28_0063,male,data/processed/audio_preprocessed_16s/train/Northern/28_0096.wav,16000,16.0,0.06420728076677776,0.990020751953125,0.03706264477595616,-12.058762550354004,4.100861072540283,217.22611862300923,187.9551856698048,247.00499303774316,176.6580584576801,0.001998078444079323,-75.39530944824219,22.078330993652344,2.504059076309204,4.193775177001953,-0.6216040849685669,0.814670979976654,-1.0792205333709717,1.44057035446167,0.34247371554374695,0.18499834835529327,0.06146097928285599,-0.28993502259254456,-0.23457461595535278,9.032617568969727,3.0269758701324463,2.3482980728149414,2.4499168395996094,1.9356030225753784,2.1468377113342285,2.1540133953094482,1.3330373764038086,1.5816289186477661,1.262647032737732,1.4419142007827759,1.1213096380233765,1.3605146408081055
train:22_0225.wav,train,Northern,TuyenQuang,spk_22_0157,female,data/processed/audio_preprocessed_16s/train/Northern/22_0225.wav,16000,16.0,0.07374270672965537,0.635894775390625,0.06971120980941332,-12.729903221130371,5.399845600128174,520.0200473026305,401.5469120790131,395.88912091274113,364.8687384679494,0.15725855362961103,-79.0018310546875,12.997929573059082,-0.6447754502296448,-0.9809749722480774,-4.732302188873291,-3.111332416534424,-1.553328037261963,-1.6529496908187866,-2.448936700820923,-0.0012179847108200192,-0.9093480706214905,-1.5785726308822632,-0.5417171120643616,29.257030487060547,6.906866073608398,2.6486618518829346,3.080592155456543,3.118100881576538,2.832881450653076,1.712382197380066,1.773388385772705,1.8142448663711548,1.3235933780670166,1.5987093448638916,1.5180414915084839,1.3365585803985596
train:23_0179.wav,train,Northern,HaGiang,spk_23_0172,female,data/processed/audio_preprocessed_16s/train/Northern/23_0179.wav,16000,16.0,0.07008565137662134,0.49005126953125,0.046187680420626646,-13.56796646118164,6.0201416015625,293.2916191632503,357.986450848142,307.00016199009315,372.6517962814502,0.23655050025160768,-84.9298095703125,13.713872909545898,2.710106611251831,0.976085364818573,-2.5913045406341553,0.013756051659584045,0.07309825718402863,-0.5750957727432251,0.6161048412322998,-0.040533047169446945,-0.223429873585701,-0.22884942591190338,0.2052459865808487,33.87588882446289,8.345821380615234,2.893658399581909,2.6544532775878906,2.9442362785339355,1.8247774839401245,1.5577576160430908,1.9688060283660889,1.4140571355819702,1.3894259929656982,1.3421196937561035,1.1342250108718872,1.0017290115356445
valid:11_0279.wav,valid,Northern,CaoBang,spk_11_0131,male,data/processed/audio_preprocessed_16s/valid/Northern/11_0279.wav,16000,16.0,0.0712667657584184,0.747100830078125,0.06334399743748999,-11.906170845031738,6.218225002288818,350.9822878751977,340.2644940041252,486.971268007673,391.14583186603033,0.22161014115034947,-74.66291046142578,12.13454532623291,2.186948537826538,2.2687392234802246,-0.40166082978248596,0.25635480880737305,-0.4864959120750427,0.5112804770469666,-0.014697245322167873,0.15397417545318604,0.023213952779769897,0.06193438544869423,-0.018201293423771858,36.42315673828125,6.880414962768555,2.609532117843628,2.3166110515594482,1.5584467649459839,1.4090701341629028,1.2035669088363647,1.2103432416915894,1.1867997646331787,1.0304304361343384,0.8819029331207275,1.045673131942749,0.8209797739982605
train:23_0034.wav,train,Northern,HaGiang,spk_23_0033,female,data/processed/audio_preprocessed_16s/train/Northern/23_0034.wav,16000,16.0,0.08022870209747572,0.77105712890625,0.0790198399212497,-11.804732322692871,3.951268196105957,536.7222171917031,614.1151040645511,438.5294109452733,476.5826745648649,0.01312674330922238,-73.1932373046875,19.041109085083008,3.22524094581604,1.0706756114959717,-3.7344980239868164,-3.2847933769226074,-1.0602248907089233,-0.6359837055206299,-0.4351358115673065,0.5290966629981995,-2.001328229904175,-1.394956111907959,-0.3246518075466156,10.685941696166992,5.637914180755615,4.486847877502441,3.1466119289398193,3.1337223052978516,2.746478319168091,1.9192861318588257,1.6772890090942383,1.603656530380249,1.4390360116958618,1.712810754776001,1.6872586011886597,1.2510709762573242
valid:23_0269.wav,valid,Northern,HaGiang,spk_23_0258,male,data/processed/audio_preprocessed_16s/valid/Northern/23_0269.wav,16000,16.0,0.08117432934885915,0.761383056640625,0.08041047035339982,-11.435394287109375,4.034663200378418,578.2616726586834,418.88889866040495,363.8378820207082,416.8694899361649,0.012020462955560928,-71.17423248291016,20.54020118713379,1.8784537315368652,-0.14899921417236328,-4.520869255065918,-2.169731378555298,-2.466874599456787,-0.8392199873924255,-0.21868176758289337,-0.3258415162563324,0.9958193302154541,-0.36645007133483887,-1.0286461114883423,9.570236206054688,5.377596855163574,3.1497573852539062,2.735649824142456,2.452467679977417,2.368253469467163,2.2281553745269775,1.551278829574585,1.8982359170913696,1.5237836837768555,1.2589339017868042,1.3272705078125,1.3294212818145752
test:15_0281.wav,test,Northern,HaiPhong,spk_15_0208,male,data/processed/audio_preprocessed_16s/test/Northern/15_0281.wav,16000,16.0,0.07943850900547848,0.782806396484375,0.08056281469849491,-11.621322631835938,4.459449291229248,551.8943704744052,454.847374803305,470.8150331867063,417.6369832004018,0.030468726169131148,-72.2608642578125,19.372203826904297,1.7385127544403076,1.4106518030166626,-2.824049234390259,-0.46006086468696594,-1.4734077453613281,-1.1144860982894897,-0.10961902886629105,-0.5969340205192566,0.7722983360290527,-1.0101637840270996,-0.9245597720146179,16.47212791442871,6.166506290435791,3.478724479675293,3.051776647567749,2.7345948219299316,2.295039176940918,2.0120208263397217,1.9127602577209473,1.8565031290054321,1.751979947090149,1.9718081951141357,1.4361687898635864,1.4913477897644043
train:12_0067.wav,train,Northern,LangSon,spk_12_0045,female,data/processed/audio_preprocessed_16s/train/Northern/12_0067.wav,16000,16.0,0.0805702412932483,0.596649169921875,0.15984046812682862,-10.722227096557617,3.4480767250061035,1147.9935196751367,1089.3767064865629,815.4759720294095,606.1826779039244,0.048933088516338284,-66.11848449707031,10.475173950195312,-1.859357476234436,-2.7812507152557373,-5.226897239685059,-4.440186500549316,-2.292388439178467,-3.1787307262420654,-1.1966179609298706,-1.260459542274475,-0.6940461993217468,-1.3783267736434937,-1.0494863986968994,12.221748352050781,6.220843315124512,4.024350166320801,2.8576338291168213,2.9655508995056152,3.135496139526367,1.7130615711212158,1.9137332439422607,1.8837511539459229,1.6327847242355347,1.4945333003997803,1.5974467992782593,1.3193273544311523
train:26_0093.wav,train,Northern,SonLa,spk_26_0077,female,data/processed/audio_preprocessed_16s/train/Northern/26_0093.wav,16000,16.0,0.06503519635777262,0.4462890625,0.032515752014656306,-15.303218841552734,6.509942531585693,234.71157676417434,257.35566118082386,188.84113320521604,282.4708738169988,0.34156680978282244,-95.97510528564453,16.076505661010742,0.7888163924217224,1.4864400625228882,-1.8971589803695679,-0.46551215648651123,-0.9318228363990784,-0.8978864550590515,-0.48646867275238037,-0.3185834586620331,-1.050828456878662,-0.5880066752433777,-0.311463326215744,35.867618560791016,12.150964736938477,2.1456921100616455,2.1097702980041504,2.3761680126190186,1.6578668355941772,1.3459361791610718,1.3229517936706543,1.0644946098327637,1.0392686128616333,1.4292329549789429,1.103247046470642,0.9759310483932495
train:12_0245.wav,train,Northern,LangSon,spk_12_0143,male,data/processed/audio_preprocessed_16s/train/Northern/12_0245.wav,16000,16.0,0.07873251536839422,0.957855224609375,0.07764483455013496,-10.669970512390137,3.743473768234253,512.5880513665587,402.24402845588065,445.3830849829574,335.9747194007087,0.01159142169346872,-66.29534149169922,18.255971908569336,1.0240375995635986,2.0998971462249756,-2.0077757835388184,-0.4906892478466034,-1.0012989044189453,-1.7144819498062134,-1.212782859802246,0.23481109738349915,-0.18000538647174835,-0.791157066822052,-1.628998875617981,11.383489608764648,3.6730475425720215,3.3038346767425537,2.7103869915008545,1.8317162990570068,1.7565453052520752,1.589461326599121,1.8761022090911865,1.7950879335403442,1.3393619060516357,1.4753273725509644,1.4050263166427612,1.8781076669692993
valid:23_0294.wav,valid,Northern,HaGiang,spk_23_0280,female,data/processed/audio_preprocessed_16s/valid/Northern/23_0294.wav,16000,16.0,0.05211287056471061,0.413604736328125,0.03644545486505807,-17.293106079101562,6.995824337005615,263.9847775883199,375.47977700494306,225.43096126839689,345.1435322116126,0.5781382235854456,-108.69963836669922,7.387617111206055,-0.8889386057853699,0.6854821443557739,-1.3132373094558716,-0.1696440875530243,0.16786831617355347,-0.16974115371704102,0.3360294997692108,-0.09238077700138092,0.0541238896548748,-0.5251303911209106,0.10841017216444016,43.104042053222656,8.806750297546387,2.1888105869293213,1.87926185131073,2.174262046813965,1.3816568851470947,1.024169683456421,1.0116487741470337,1.0412229299545288,0.827351450920105,0.9182088375091553,1.070336937904358,0.7737599015235901
train:11_0053.wav,train,Northern,CaoBang,spk_11_0036,male,data/processed/audio_preprocessed_16s/train/Northern/11_0053.wav,16000,16.0,0.08192835330224342,0.973663330078125,0.2612275829202458,-11.073160171508789,3.923929452896118,1943.319838505725,1702.8968814867965,1134.3281204845905,637.0697377940912,0.07568781010627917,-68.74663543701172,8.56449031829834,1.5447537899017334,2.6474151611328125,-4.018428802490234,-0.3377372920513153,-2.7955167293548584,-0.4856346845626831,-1.6475746631622314,0.25021353363990784,0.590182363986969,-1.1306774616241455,-1.423292636871338,18.668291091918945,7.803375244140625,5.115639686584473,3.115781545639038,3.2054667472839355,2.405233860015869,2.1080257892608643,1.7758280038833618,1.2951912879943848,1.4526302814483643,1.3861156702041626,1.5977636575698853,1.42214834690094
train:99_0175.wav,train,Northern,BacNinh,spk_99_0120,male,data/processed/audio_preprocessed_16s/train/Northern/99_0175.wav,16000,16.0,0.055032719026489804,0.883270263671875,0.06064867440888441,-17.305294036865234,6.421896457672119,418.2752199411286,722.5621793811954,311.52444258569403,457.544322117567,0.5467243336708973,-108.84942626953125,6.121990203857422,-0.37319210171699524,-0.48732689023017883,-1.7336304187774658,-1.5437272787094116,-1.3779996633529663,-0.390824556350708,-1.1855162382125854,-0.6136244535446167,-0.19087491929531097,-0.5508230924606323,-0.23458847403526306,39.366859436035156,7.545328617095947,2.3831872940063477,1.8839811086654663,2.3517611026763916,2.335946559906006,2.102768659591675,1.2399909496307373,1.6738677024841309,1.228339433670044,0.8053377866744995,1.0369715690612793,0.7590829730033875
train:12_0011.wav,train,Northern,LangSon,spk_12_0007,male,data/processed/audio_preprocessed_16s/train/Northern/12_0011.wav,16000,16.0,0.07982287957703867,0.648773193359375,0.10216836784518689,-8.54210376739502,2.742347002029419,567.0073655098067,357.43102612270144,790.7055141675086,389.0526260790537,0.030110262061068722,-53.13273620605469,14.031645774841309,0.5800338983535767,3.599748373031616,-0.037095338106155396,0.545681893825531,0.6982783079147339,0.025754423812031746,0.23660807311534882,0.43256011605262756,-0.7323804497718811,-0.09631827473640442,-0.1848548799753189,5.37056303024292,3.508542060852051,2.3325624465942383,2.1006970405578613,1.7761995792388916,2.12032151222229,1.4803495407104492,1.4071022272109985,1.4889168739318848,1.2231873273849487,0.9988366961479187,1.0985609292984009,1.0531179904937744
train:14_0133.wav,train,Northern,QuangNinh,spk_14_0109,male,data/processed/audio_preprocessed_16s/train/Northern/14_0133.wav,16000,16.0,0.07679213952041311,0.644012451171875,0.12904737909132458,-11.117765426635742,3.514810085296631,855.6636866473615,737.3445176785586,744.7503571356949,622.0699622881147,0.0350587038405456,-69.04582977294922,14.883305549621582,1.729207158088684,0.17938728630542755,-2.1060574054718018,-2.7603931427001953,-2.3682234287261963,-0.2276669144630432,-0.7551448941230774,-1.8212772607803345,0.1900479644536972,-1.2178269624710083,-0.4701935946941376,10.928585052490234,6.003927707672119,3.850787401199341,3.4417500495910645,2.253002643585205,2.495164155960083,2.165376663208008,2.1246402263641357,1.7548085451126099,1.6364634037017822,1.567622423171997,1.2127550840377808,1.4827840328216553
train:14_0150.wav,train,Northern,QuangNinh,spk_14_0123,female,data/processed/audio_preprocessed_16s/train/Northern/14_0150.wav,16000,16.0,0.077682563482081,0.637725830078125,0.10163320950472463,-11.783690452575684,4.60166597366333,753.165498678377,377.6949840254189,501.9151228732372,301.40706640051394,0.06778193920479027,-73.20321655273438,15.878941535949707,-7.228672504425049,1.5233886241912842,-4.89378023147583,-3.6179451942443848,-1.860715389251709,0.44128891825675964,-2.1492652893066406,-1.0630055665969849,-0.48544904589653015,-0.44171401858329773,0.7964122891426086,19.951967239379883,5.215993404388428,3.822197914123535,2.3113715648651123,2.8189809322357178,2.5934879779815674,2.2300240993499756,1.8065316677093506,1.7233829498291016,1.43573796749115,1.2447073459625244,1.3064701557159424,1.2831168174743652
